,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-05-23,23,[6110008]복리후생비_간식대,"29,634",간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-23,8,[6200000]수선비,"395,000",5월얼룩말카페커피머신부품수리비/씨메05임펠라외,이엠비（EMB）,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-23,15,[6300000]소모품비,"182,727",얼룩말카페운영소모품구입/아이스컵외2,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-23,16,[6300000]소모품비,"60,727",얼룩말카페운영소모품구입/일회용스푼,한국정보통신（주）,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-23,17,[6300000]소모품비,"75,349",얼룩말카페운영소모품구입/에어홀더외1,토스페이먼츠(주),얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-24,4,[6110000]복리후생비,"29,092",부서원 사기진작 식대,동천칼국수,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-24,5,[6110000]복리후생비,"11,364",부서 회의 다과비,빽다방충북증평점,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,13,[6110008]복리후생비_간식대,"5,600",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,14,[6110008]복리후생비_간식대,"4,226",간식_디지털지원,롯데리아내수점,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,8,[6220000]차량유지비,"3,240,393","마리나(5080,제트보트,요트,작업용등유)경유및무연유류대",유진주유소,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,8,[6220000]차량유지비,"321,496","엑티비티(3711,1880(구급차),브로우)경유유류대",유진주유소,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,13,[6110008]복리후생비_간식대,"89,606",간식_액티비티,롯데리아내수점,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,14,[6110008]복리후생비_간식대,"67,612",간식_액티비티,롯데리아내수점,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,8,[6220000]차량유지비,"161,656","목장팀(0467,말통)경유및무연유류대",유진주유소,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,13,[6110008]복리후생비_간식대,"89,606",간식_목장,롯데리아내수점,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,14,[6110008]복리후생비_간식대,"67,612",간식_목장,롯데리아내수점,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,13,[6110008]복리후생비_간식대,"39,203",간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,14,[6110008]복리후생비_간식대,"33,806",간식_미디어아트,롯데리아내수점,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-25,12,[6260000]도서인쇄비,"27,272",썸머랜드 화장실 위치 안내 배너,토스페이먼츠(주),썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-26,20,[6110009]복리후생비_유니폼,"140,000",26년직원(하계)유니폼대금/레저팀조끼,스포츠 메카,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-26,13,[1460000]상품,"350,000",05월업장별판매용상품[한라봉주스외]/미디어아트,J트레이딩/귤품은해녀한라봉주스,미디어아트센터_뮤지엄카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-26,13,[1460000]상품,"245,000",05월업장별판매용상품[한라봉주스외]/얼룩말카페,J트레이딩/귤품은해녀한라봉주스,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-27,18,[6120000]여비교통비,"50,000",05월업무 차량 주유비,음성（남이방향）주유,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-27,17,[6300000]소모품비,"77,000",미디어센터/점보롤 외 3품목,한국특수유통(주),미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-27,27,[1460000]상품,"408,000","05월얼룩말카페다과세트구입/항공연구원A_31개,생명공학연구원C_35개",달콤쌉쌀,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-28,18,[6110000]복리후생비,"272,730",05월목장팀2분기회식대,고수갈비,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,55,[6110000]복리후생비,"19,095",야근 식대,증평　시골생고기,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,56,[6110000]복리후생비,"70,000",사업부  식대,증평　시골생고기,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,1,[6190000]지급임차료,"1,000,000",05월숙소임차료(대성베르힐A108-1402)김형도/24회중22회납(선납),유재열,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,1,[6190000]지급임차료,"430,000",05월숙소임차료(로망스빌204호)이재훈/48회중43회납(선납),연정숙,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,42,[6300000]소모품비,"820,360",05월건초(티모시)및동물사료구매/닭사료및양사료,정인물류,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,43,[6110000]복리후생비,"400,000",생수대금/목장,락산수,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,60,[6300000]소모품비,"85,963",목장팀_리틀팜폴로라이드필름구입60매,네이버파이낸셜주식회사,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-29,61,[6300000]소모품비,"545,454",Activity팀_원더풀[패키지고객증정용]타포린백구입200개,네이버파이낸셜주식회사,원더풀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-30,9,[6110000]복리후생비,"22,728",주말 당직 근무 식대,큰손짬뽕,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-30,10,[6260000]도서인쇄비,"80,000",썸머랜드 원더풀 오픈 홍보 POP,토스페이먼츠(주),썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-30,5,[1460000]상품,"1,122,545",05월얼룩말카페판매용상품구입/빙과류,(주)현림유통,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,83,[6020000]외주비,"144,843,636",05월위탁매출수수료_놀이동산(뉴스타피아),주식회사뉴스타피아,놀이동산,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,116,[6020000]외주비,"-144,843,636",5월외주업체상계/놀이동산(5월매출비용상계잔액분),주식회사뉴스타피아,놀이동산,,05,레저,,,,,,,,,,,,
2026-05-31,4,[6120000]여비교통비,"65,000",05.13일_한국관광공사 관광혁신 바우처 킥오프 미팅 유류비,,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"464,545",5월귀속임직원건강보험료회사부담금,건강보험관리공단,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"595,140",5월귀속임직원국민연금회사부담금,국민연금관리공단,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"138,756",5월귀속임직원고용보험회사부담금,고용보험,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"113,450",5월귀속임직원산재보험료,산재보험,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"13,601,100",5월귀속직원급여/권순민외2명_디지털지원팀,기타직원(정규직),디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,101,[6110007]복리후생비_식대,"212,727",직원식당식대/디지털지원팀,삼성웰스토리(주)벨포레CC,디지털지원팀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"142,255",5월귀속임직원건강보험료회사부담금,건강보험관리공단,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"235,050",5월귀속임직원국민연금회사부담금,국민연금관리공단,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"57,946",5월귀속임직원고용보험회사부담금,고용보험,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"47,380",5월귀속임직원산재보험료,산재보험,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"5,493,320",5월귀속직원급여/김태정_레저사업본부,기타직원(정규직),레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,85,[6300000]소모품비,"26,545",05월업무진행소모품구입,블랙스톤벨포레,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,86,[6110000]복리후생비,"21,818",영업장 마감 지원 식대,교동식당,레저사업본부,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,6,[6250001]안전교육훈련비,"160,000",마리나클럽 운영에 필수적인 인명구조요원 자격 유지 및 갱신,,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,6,[6120000]여비교통비,"32,000",인명구조요원자격유지및갱신교육여비교통비,,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,7,[6220000]차량유지비,"100,000",보트수리유류비청북이동외1건,,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,0,상하수도요금/마리나,증평군상하수도사업소,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"57,495",5월귀속임직원건강보험료회사부담금,건강보험관리공단,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,0,5월귀속일용직건강보험료회사부담금,건강보험관리공단,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"136,110",5월귀속임직원국민연금회사부담금,국민연금관리공단,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,0,5월귀속일용직국민연금회사부담금,국민연금관리공단,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"36,591",5월귀속임직원고용보험회사부담금,고용보험,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직고용보험회사부담금,고용보험,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"29,910",5월귀속임직원산재보험료,산재보험,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직산재보험료,산재보험,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,0,5월귀속일용직노임,증평에듀팜일용노임,마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"3,379,900",5월귀속직원급여/정송현_마리나,기타직원(정규직),마리나,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,7,[6110000]복리후생비,"169,900",어린이날근무직원점심외4건,,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,0,상하수도요금/루지상부,증평군상하수도사업소,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,0,상하수도요금/루지매표소,증평군상하수도사업소,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"499,615",5월귀속임직원건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"465,630",5월귀속일용직건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"648,050",5월귀속임직원국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"204,250",5월귀속일용직국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"168,746",5월귀속임직원고용보험회사부담금,고용보험,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"25,625",5월귀속일용직고용보험회사부담금,고용보험,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"137,970",5월귀속임직원산재보험료,산재보험,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"20,950",5월귀속일용직산재보험료,산재보험,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,"11,700,000",5월귀속일용직노임/김진서외9명,증평에듀팜일용노임,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"18,924,825",5월귀속직원급여/김형도외5명_마운틴카트,기타직원(정규직),마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,99,[6300000]소모품비,"314,500",05월부서별소모품및자재구매/Activity팀,(주)은혜종합상사,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,101,[6110007]복리후생비_식대,"1,554,545",직원식당식대/레저,삼성웰스토리(주)벨포레CC,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,114,[6310000]지급수수료,"5,455",26.04.21~26.05.20_N멤버십판매대행수수료/마운틴카트,주식회사 타미마케팅,마운틴카트,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,0,상하수도요금/마사,증평군상하수도사업소,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,"315,164",상하수도요금/양사,증평군상하수도사업소,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"903,405",5월귀속임직원건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,0,5월귀속일용직건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"1,107,030",5월귀속임직원국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,0,5월귀속일용직국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"249,501",5월귀속임직원고용보험회사부담금,고용보험,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직고용보험회사부담금,고용보험,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"203,980",5월귀속임직원산재보험료,산재보험,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직산재보험료,산재보험,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,"6,200,000",5월귀속일용직노임/사랑외3명,증평에듀팜일용노임,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"26,599,670",5월귀속직원급여/이민혜외8명_목장팀,기타직원(정규직),목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,98,[6110000]복리후생비,"41,909",식자재및소모품(간식외)목장,화랑마트,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,98,[1460000]상품,"2,946,140",판매용상품(치커리외)목장팀,화랑마트,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,99,[6300000]소모품비,"165,400",05월부서별소모품및자재구매/목장,(주)은혜종합상사,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,101,[6110007]복리후생비_식대,"1,069,090",직원식당식대/목장,삼성웰스토리(주)벨포레CC,목장/체험,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,49,[6160000]전력비,"-1,120",4월미니골프사용량(7kwh)_뉴스타피아,한국전력공사,미니골프,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,7,[6300000]소모품비,"79,800",미니포렛cctv_poe긴급교체,,미니포렛,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,102,[6310000]지급수수료,"7,000,000",05월벨포레홀뮤지컬[토끼와거북이]공연(26년5월1일~5월31일),극단날개,미디어아트_벨포레홀,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,1,[6200000]수선비,"187,000",05월미디어8존영상플레이컴퓨터수리비,,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,7,[6300000]소모품비,"21,800",미디어아트컴퓨터건전지구입,,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,"1,575,788",상하수도요금/미디어아트센터,증평군상하수도사업소,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"587,975",5월귀속임직원건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,0,5월귀속일용직건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"450,020",5월귀속임직원국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"42,750",5월귀속일용직국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"162,041",5월귀속임직원고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"132,480",5월귀속임직원산재보험료,산재보험,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직산재보험료,산재보험,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,"4,637,500",5월귀속일용직노임/이지혜외6명,증평에듀팜일용노임,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"15,942,350",5월귀속직원급여/신지선외5명_미디어아트팀,기타직원(정규직),미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,81,[6150000]수도광열비,"279,336",보일러(미디어아트#1)사용량85(m3),동양가스,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,99,[6300000]소모품비,0,05월부서별소모품및자재구매/미디어,(주)은혜종합상사,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,101,[6110007]복리후생비_식대,"1,107,272",직원식당식대/미디어아트,삼성웰스토리(주)벨포레CC,미디어아트센터,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,148,[6310000]지급수수료,"90,212",미디어아트센터매드맵퍼(소프트웨어)오류로임시구독,,미디어아트센터,,05,레저,,,,,,,,,,,,
2026-05-31,82,[1460000]상품,"41,545",05월미디어센터위탁업장매출/에스제이앤코,에스제이앤코,미디어아트센터_기프트샵,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,116,[1460000]상품,"-41,545",5월외주업체상계/기프트샵(5월상품매입분),에스제이앤코,미디어아트센터_기프트샵,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,34,[6020000]외주비,"823,636",05월위탁업장매출정산/미디어[스크린사격],(주)벤포트,미디어아트센터_뮤지엄카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,98,[1460000]상품,0,식자재및소모품(핫바원재료)미디어,화랑마트,미디어아트센터_뮤지엄카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,116,[6020000]외주비,"-823,636",5월외주업체상계/벤포트(5월매출비용상계잔액분),(주)벤포트,미디어아트센터_뮤지엄카페,,05,레저,,,,,,,,,,,,
2026-05-31,7,[6300000]소모품비,"71,500",썰매장기계핀인트,,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"173,725",5월귀속임직원건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,0,5월귀속일용직건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"305,730",5월귀속임직원국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,0,5월귀속일용직국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"68,056",5월귀속임직원고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"55,640",5월귀속임직원산재보험료,산재보험,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직산재보험료,산재보험,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,0,5월귀속일용직노임,증평에듀팜일용노임,사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"6,581,215",5월귀속직원급여/홍세준외1명_사계절썰매,기타직원(정규직),사계절썰매장,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,7,[6130000]접대비,"317,060",썸머랜드장기알바구인백석대교수님식대외,,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,12,[6120000]여비교통비,"462,500",05월청주<->제주도근무지이동항공료,,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"92,565",5월귀속임직원건강보험료회사부담금,건강보험관리공단,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"208,400",5월귀속임직원국민연금회사부담금,국민연금관리공단,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"49,061",5월귀속임직원고용보험회사부담금,고용보험,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"40,110",5월귀속임직원산재보험료,산재보험,썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"4,550,290",5월귀속직원급여/김원곤_썸머랜드,기타직원(정규직),썸머랜드,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,8,[6150000]수도광열비,"56,832",상하수도요금/얼룩말카페,증평군상하수도사업소,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,13,[1460000]상품,"450,000","05월얼룩말카페원재료(원두)구매/44도블랜드[1KG]19*23,100원",주식회사 55도커피로스터스,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,"55,625",5월귀속임직원건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6110003]복리후생비_건강보험,0,5월귀속일용직건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"118,630",5월귀속임직원국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6170000]세금과공과금,"76,470",5월귀속일용직국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"34,541",5월귀속임직원고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,"28,240",5월귀속임직원산재보험료,산재보험,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,16,[6210000]보험료,0,5월귀속일용직산재보험료,산재보험,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,136,[6040000]잡급,"1,650,000",5월귀속일용직노임/조경준외1명,증평에듀팜일용노임,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,18,[6030000]급여,"2,977,425",5월귀속직원급여/조혜원_얼룩말카페,기타직원(정규직),얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,36,[1460000]상품,"1,164,545",05월얼룩말카페원재료및상품구입/케이크외39종,(주)하나종합물류,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,36,[1460000]상품,"185,000",05월얼룩말카페원재료및상품구입/바리스타우유외,(주)하나종합물류,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,36,[6300000]소모품비,0,05월얼룩말카페원재료및상품구입/일회용흰색포크 외 3품목,(주)하나종합물류,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,75,[1460000]상품,"745,455",05월판매용상품구매(얼룩말)/완구류,세계세주,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,98,[6110000]복리후생비,0,식자재및소모품(간식외)식음_얼룩말카페,화랑마트,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,98,[1460000]상품,"201,160",판매용상품(우유)얼룩말카페,화랑마트,얼룩말카페,레저사업본부,05,레저,,,,,,,,,,,,
2026-05-31,49,[6160000]전력비,"-61,120",4월회전그네사용량(382kWh)_뉴스타피아,한국전력공사,회전그네,레저사업본부,05,레저,,,,,,,,,,,,
2026-06-01,30,[6110000]복리후생비,"17,182",06월_팀 회의 다과 구입,롯데리아　증평점,레저사업본부,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-02,25,[6300000]소모품비,"148,363",06월미니포렛CCTV구입4개,네이버파이낸셜주식회사,미니포렛,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-02,23,[6300000]소모품비,"5,545",06월미디어아트사무실사용HDIMI연결선구입1개,한국정보통신（주）,미디어아트센터,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-02,17,[6200000]수선비,"14,800,000",26년원더풀보수공사/자쿠지각관샌딩및도장 외,주식회사 미건씨앤씨(미건),원더풀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-03,7,[6140000]통신비,"30,000",ser앱안드로이드개발및테스트용(디지털지원팀/4781),에스케이텔레콤(주),디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
2026-06-03,7,[6140000]통신비,"30,000",ser앱애플개발및테스트용(디지털지원팀/4784),에스케이텔레콤(주),디지털지원팀,레저사업본부,06,레저,,,,,,,,,,,,
